App_Running,Screen_On_Time_min,CPU_Usage_%,Battery_Temperature_C,Battery_Drop_Per_Hour,Network_Type,Brightness_Level_%,RAM_Usage_MB,Charging_State,Usage_Mode,Intensity,Total_Battery_Drain,High_Temperature
Spotify,101.48284477807432,26.25669917935948,35.2240122819397,8.717705398489692,WiFi,38,2271.1724490784213,Charging,Video Streaming,59.63349177990125,14.744959062931832,1
PUBG,91.66790585012956,40.84013591329605,41.31926919955061,11.951349162458282,WiFi,41,2499.422377161496,Not Charging,Navigation,102.07674958800901,18.25925249677084,1
WhatsApp,92.65917443815636,47.39374134009236,29.9502289866192,8.736480474323264,4G,46,2473.38863795991,Not Charging,Navigation,117.22314134099533,13.49191780409777,0
TikTok,84.43046962679213,36.28936082025823,31.356353036729885,6.87874344686063,5G,69,2206.044439661811,Not Charging,Social Media,80.05594265641184,9.679592327677698,0
Spotify,57.198647446152336,26.19268761453194,30.767440777781943,5.9891581641283,5G,64,1557.943890673979,Not Charging,Gaming,40.80673764939204,5.709529105486993,0
Maps,54.29758980445175,27.017413156348315,24.93545978053322,12.516208293495428,5G,94,2619.295642966923,Charging,Music,70.76659256466036,11.326665730454863,0
Instagram,77.57204497312144,40.782096056854286,35.664087667081326,2.1505160327970074,4G,5,1299.1935673400676,Charging,Gaming,52.983836859709825,2.780332106859136,1
Spotify,83.7227518961593,41.1947084828757,32.385737064818564,10.785988563440249,WiFi,63,1499.448135844273,Charging,Gaming,61.76932884129623,15.050544074195326,0
Instagram,63.01397692670717,30.60568076354683,31.335495957541116,17.288843236511187,WiFi,8,2227.117407462417,Charging,Music,68.16244439573278,18.157312813249558,0
Spotify,90.5835487152144,1.0,30.432874368413486,15.15971118871092,WiFi,18,2677.87143226068,Not Charging,Navigation,2.6778714322606803,22.88700728285294,0
TikTok,132.01914760097972,15.642159090630642,34.911266537908034,14.162176938280304,WiFi,22,2576.387140607713,Not Charging,Browsing,40.300257532440824,31.161308792766977,0
Camera,36.39173201804356,44.29533382418168,31.007302427206195,7.523077289042206,5G,38,2139.799364718825,Charging,Social Media,94.78312717699225,4.562963544230894,0
Spotify,94.55611193909402,3.037430039661864,36.1078376380412,4.069524038405444,5G,5,2466.85031846888,Charging,Video Streaming,7.492885260666812,6.4133061752383185,1
Maps,78.35063447772974,52.76271524550822,37.29590083667431,17.20897059510797,WiFi,57,1560.7276164163936,Not Charging,Navigation,82.34822680077896,22.47222941392173,1
Spotify,91.26638888336636,50.54235891707756,33.52711179750002,9.755200920299131,4G,26,1862.9217201089016,Charging,Social Media,94.1564582121636,14.838699347123232,0
WhatsApp,69.23213248849272,35.61644572899809,33.18766180120287,11.58460779518058,WiFi,84,1872.0176183096287,Not Charging,Browsing,66.67461390625314,13.367118361719456,0
TikTok,76.34850287382082,43.96896551342911,35.92745500159245,11.012027156388204,WiFi,65,1615.073702272905,Charging,Navigation,71.01311991688364,14.012529783268295,1
Maps,83.23751127520248,42.93162017538329,34.85575139932866,15.361964849404377,4G,26,1984.4250275035963,Not Charging,Music,85.19458154730893,21.311528706026014,0
Chrome,72.45915291161849,33.246903074506804,41.65079677677364,21.216580230629795,WiFi,54,2074.705513003883,Not Charging,Gaming,68.97753309898502,25.622257186547106,1
Maps,41.986467065752535,14.39166323617145,36.59132768780103,19.311870757117145,5G,20,1922.623454866738,Charging,Music,27.669749292406575,13.513953758696141,1
WhatsApp,74.15212423388867,49.50909462592529,40.47793000137155,1.0,4G,32,2045.952986048413,Charging,Browsing,101.2932799864653,1.2358687372314778,1
Camera,44.58915929509515,56.10845017075452,38.05255501179507,10.457305143554803,4G,96,500.0,Charging,Video Streaming,28.05422508537726,7.77137408072305,1
TikTok,96.32982776450774,16.87114213636487,28.40790929936805,5.266282407407305,WiFi,90,2431.415468305109,Not Charging,Music,41.02075595833165,8.455001287746715,0
Chrome,33.36137247304694,13.831174922454508,32.20867562097175,16.692144287900923,5G,74,1956.6310169743008,Charging,Browsing,27.06250585447161,9.281214049375093,0
WhatsApp,105.71635948639724,32.948046428639884,34.75951288478671,12.01991740812042,5G,93,1956.064067691285,Charging,Gaming,64.44848971968665,21.178365161894376,0
WhatsApp,90.739075005087,25.60663106545325,39.34222155297966,15.030759357676803,5G,46,1367.0283435714218,Charging,Navigation,35.004990449851064,22.731286678994145,1
YouTube,90.83471539334737,37.17423860308189,44.63906498719286,10.02937764721104,WiFi,70,3130.6035621552583,Charging,Social Media,116.37780379121769,15.183594402613577,1
TikTok,25.89225330380401,53.1199105979058,32.57926434556395,6.803141970345102,WiFi,75,3159.003230177291,Charging,Browsing,167.80596916551332,2.9358112526319284,0
Maps,71.78501404771109,1.314943425912567,35.27628049143338,7.658596341000198,5G,85,1198.86522738367,Not Charging,Browsing,1.5764399493033316,9.162874098740799,1
Instagram,108.8390857164965,58.71907927428733,38.99955640844193,4.334936663711346,WiFi,39,2058.6818675865447,Charging,Video Streaming,120.88390378335221,7.863509051954376,1
Camera,67.03480052424263,28.8999733718462,34.710862458470544,5.68182965249215,5G,24,2756.675580325212,Charging,Navigation,79.66785086621731,6.348005289458968,0
Instagram,53.04844625090715,42.676684679757415,43.220483889262304,4.628534722457346,WiFi,6,1984.879027011883,Charging,Browsing,84.70805636324982,4.092276257412266,1
Maps,64.0832476248572,44.280887571566986,28.261065123937456,6.821486610934444,4G,11,1836.31844264652,Charging,Browsing,81.31381050442553,7.285716927635996,0
Maps,78.29305943401654,46.030117312966944,38.390099577334965,6.538609179844084,4G,53,1797.3486827170796,Not Charging,Social Media,82.73217071777377,8.532128618888983,1
TikTok,58.71573874217973,35.928621560449955,38.34106627218069,13.970465525141098,WiFi,87,2387.622914129634,Not Charging,Gaming,85.78400011082232,13.67143673134689,1
Maps,110.84543080223234,39.43340902680119,40.76019349156865,13.77430822327499,WiFi,80,3769.236139052277,Charging,Music,148.63383038984935,25.446985483527463,1
YouTube,78.3833117502402,39.335330759081046,35.31025674411497,13.965021034290928,5G,13,2696.740612778926,Charging,Navigation,106.07718397510594,18.243743288824792,1
Chrome,66.1107663013018,25.54575798830829,39.45760609202915,17.874976811257905,4G,31,1534.8654964343814,Charging,Social Media,39.20930251651737,19.695473576837667,1
Maps,47.46641182911052,8.629172128442036,33.754303768802195,11.608310543119426,5G,82,1822.6701745940936,Not Charging,Social Media,15.728134669949931,9.183414147998539,0
Instagram,92.11116513197344,16.712212583522078,30.993043648687056,8.095927014585438,WiFi,6,2039.3474979726627,Not Charging,Music,34.082008917793,12.428754502281402,0
Maps,91.54165736778408,33.436430307529484,30.26398494420248,23.057017879651013,5G,89,1684.4998154098944,Charging,Navigation,56.32366068099922,35.17796051103141,0
YouTube,60.194777345382704,23.197900146554225,27.79298906312288,16.52822951651898,5G,72,1572.5894400407856,Not Charging,Navigation,36.48077280159177,16.581884927670707,0
Spotify,24.09177429214637,23.23255891415697,32.79320604242574,12.761598966022788,WiFi,64,2649.9579018848985,Not Charging,Gaming,61.5653030755767,5.124159364938492,0
Spotify,90.2690547393971,61.98876568529293,36.557441885285314,12.414372269961657,4G,89,1898.23902055428,Not Charging,Navigation,117.66949385981921,18.677227499873705,1
WhatsApp,75.32991521847494,47.88342194989809,33.95933951957873,13.448267604501504,5G,90,2423.0888916082813,Not Charging,Browsing,116.02578781899021,16.88428097470769,0
Camera,88.40177919814172,31.2188605113504,35.98983049986777,10.989493598228911,WiFi,53,3269.457230873812,Not Charging,Music,102.06872923847548,16.191513109500402,1
PUBG,128.92936334099096,45.08052418483163,41.17439508693169,12.641122707519113,5G,6,1885.3988978486743,Not Charging,Navigation,84.99477061252207,27.163531709929718,1
Chrome,79.32920390727351,28.69597091613649,32.412567258371524,14.496898303078982,WiFi,21,2364.7755852263003,Charging,Gaming,67.85953141684355,19.167123358466,0
Facebook,67.1540345789307,36.66085151279745,46.70148249022653,8.367318930172278,WiFi,87,1585.826356520787,Not Charging,Social Media,58.13774458148916,9.36498707949551,1
WhatsApp,51.316950808791496,41.624429726283736,38.77621499495286,3.829420740814827,WiFi,92,2449.306099045223,Charging,Browsing,101.95096959786605,3.2752365963760064,1
Spotify,84.01443374039103,24.721241786943565,33.90198952887213,16.439494094668575,4G,80,2949.068280855247,Charging,Music,72.90463001722856,23.019246455701374,0
Instagram,81.33268551496901,53.35897727702756,29.95935021611575,4.085379186412736,WiFi,93,2225.38360457934,Not Charging,Navigation,118.7441931894187,5.5379143429651165,0
Facebook,123.08663350167755,44.2116945079716,34.871415175564486,14.326719969789384,4G,91,1888.6213554277847,Charging,Video Streaming,83.49915040740447,29.390462170043847,0
Camera,92.47713913664856,1.1808368256092407,24.19201933380732,6.22822052475933,5G,36,2342.0823601879383,Charging,Gaming,2.7656170995197233,9.599466934031648,0
Camera,76.62997821231976,24.977961049525845,41.2788308763428,6.30877026970035,4G,55,2230.666902038553,Not Charging,Social Media,55.71751099358546,8.057348805227807,1
WhatsApp,62.33598552916318,23.28091250458409,20.916945999913658,8.409006197471191,4G,92,2476.6830309423867,Charging,Video Streaming,57.65944094495784,8.736394810670129,0
Facebook,86.666819094583,25.682928667814032,35.20875486683924,12.97066076002822,5G,46,1819.312113354344,Charging,Music,46.72526323176962,18.73543182710954,1
TikTok,57.32479604043352,47.93603433138343,29.28005499338314,5.557041458112037,5G,67,1959.8994173010844,Not Charging,Navigation,93.94980575380318,5.3092711362417635,0
PUBG,84.49577698844766,35.28808952005537,31.494106740381785,8.915337648529405,5G,93,2069.017551486329,Charging,Gaming,73.01167657541536,12.555139695447533,0
TikTok,92.18534817262108,14.155554937166816,32.13924033538728,11.871404639097216,WiFi,65,2599.878544759276,Not Charging,Browsing,36.80272357030124,18.2394928325541,0
Facebook,74.58869443071382,29.251777445620764,44.62813063730973,5.9486910457653055,5G,66,2679.507680303076,Charging,Navigation,78.38036232805713,7.395084977921863,1
TikTok,64.24283889837146,43.12606471424285,29.4837464726483,19.141171072373456,5G,7,1941.0625354792085,Charging,Navigation,83.71038851946867,20.494719492144267,0
YouTube,25.36757881662735,31.705324766993684,39.571297723970616,3.387311287030993,5G,93,1509.4094914457048,Not Charging,Navigation,47.85631813266884,1.4321314341701692,1
Spotify,108.59591816050975,25.32986073254763,40.80200914633671,10.90915408774585,WiFi,96,2417.5843753008544,Charging,Browsing,61.23707553555381,19.744826741887312,1
YouTube,90.08250975613204,39.96828918107793,23.30785899878451,18.362703162927502,4G,80,2639.148929211646,Charging,Navigation,105.48226759466324,27.569306447056224,0
Maps,90.69043203961957,59.27288734158616,31.92323616619283,5.37766718054694,WiFi,30,2119.509422354105,Not Charging,Gaming,125.62944321062524,8.128382666151413,0
TikTok,40.9661916055675,41.92137249437778,42.4222954641285,11.451870747561422,4G,52,1771.8345393774534,Not Charging,Browsing,74.2777357236465,7.8189921881132465,1
Maps,114.49596749350142,54.51412269547548,28.42613274640273,12.66429341333624,5G,12,1913.2181257664413,Not Charging,Browsing,104.29740765123941,24.166842116358506,0
Instagram,68.369578334548,26.33578673202645,40.99138018322318,7.966147739987404,WiFi,9,3183.6036412648205,Charging,Video Streaming,83.84270653565315,9.077369365560854,1
Chrome,72.78011743251284,34.87456833313909,34.91066709299457,11.612586128340569,WiFi,15,2333.0381789352773,Charging,Music,81.3636993951007,14.086089701929936,0
Instagram,53.26782861452936,34.57172023196477,34.69451335216159,14.80722230429976,4G,46,2808.0348072511038,Not Charging,Browsing,97.07859375790427,13.145809666044602,0
Facebook,35.326356716503795,36.780186261015366,35.34745806359817,9.664296508410548,WiFi,95,1718.144440582748,Charging,Video Streaming,63.19367254796152,5.690073097836219,1
Camera,108.93365779308915,41.60779409571374,36.71285915765728,15.821648070651928,WiFi,45,2926.147308650669,Charging,Gaming,121.75053471206397,28.725166610851442,1
Spotify,112.1649342349406,21.21546318417833,30.221809076528785,13.96365470190995,4G,23,2736.8117311180345,Charging,Music,58.06272852356202,26.10387352198581,0
TikTok,75.86179621616681,44.70999028270218,33.697902334237305,9.085498994232832,WiFi,52,2138.5510473415948,Charging,Browsing,95.61459654570527,11.487371220377993,0
WhatsApp,63.01538575484125,10.58171091567175,36.852992069901056,17.637271835612747,WiFi,57,2565.363928670946,Charging,Social Media,27.14593948668791,18.523658139735574,1
Chrome,70.57389577164355,14.963650062399775,35.88442919715004,8.295314431584387,5G,59,2976.360584252497,Not Charging,Video Streaming,44.53721824227411,9.757210934794118,1
PUBG,71.25962524911125,67.03439151759846,36.746127812722335,16.279466527026067,5G,65,1535.1871826897195,Not Charging,Gaming,102.91033865722163,19.3344780661888,1
PUBG,50.00350694551004,27.34818890781686,31.406564779255586,8.384921508569661,5G,36,1884.5598133380856,Charging,Gaming,51.53929778325004,6.987924681521993,0
PUBG,72.69361961390399,45.94279026479303,38.1614960489165,10.41963320579132,5G,50,2514.420358886723,Charging,Gaming,115.51948718585835,12.624014212969954,1
TikTok,83.82754982335814,60.47435588640434,35.632378377441874,11.186778551114282,5G,96,2212.148959818592,Charging,Music,133.7782834698087,15.629337272606778,1
PUBG,105.4539311912188,1.0,27.09649974163039,13.692915454431809,WiFi,40,2446.7734027155834,Not Charging,Navigation,2.4467734027155834,24.066196068980474,0
YouTube,80.3561041003428,51.89369270233564,32.343142415165104,1.0,WiFi,22,2612.8929147870986,Not Charging,Social Media,135.59266198407175,1.3392684016723801,0
Chrome,40.5912072775141,44.73415409388907,30.52247739845697,14.29007775744928,5G,78,2499.1733824858,Not Charging,Music,111.79840719946574,9.667525137740293,0
YouTube,88.8386965799669,59.6059592139956,30.45810953514657,11.487603884287951,4G,22,2048.2985903606004,Not Charging,Music,122.09080223511862,17.009062598451777,0
Camera,73.60173595825617,17.277152575030595,32.617599347742846,13.42870080638296,5G,16,2089.628020938126,Not Charging,Browsing,36.10282214280723,16.47292818356367,0
Chrome,114.26024234959668,56.76881985431919,38.067359683458896,14.512441618110511,WiFi,76,3133.2028205226834,Charging,Video Streaming,177.868226485297,27.636584939494664,1
YouTube,115.7364450511002,23.90878352595964,31.86603875219971,13.96904418995632,4G,50,2251.72141342693,Charging,Social Media,53.83591983439235,26.945458588454503,0
Chrome,116.61135780668248,50.821667214149855,36.1252894262897,1.9631957387047367,5G,59,3013.1906715387518,Charging,Gaming,153.13537356172316,3.815515345510873,1
Camera,65.96030161566802,34.4596844636834,35.30581283925458,6.694947006059889,4G,42,3054.8948013548497,Charging,Music,105.27071092443491,7.360012063677063,1
Maps,129.74637683343894,46.56153209652708,31.10473797846655,13.664079671630317,5G,82,1731.4306949604652,Not Charging,Social Media,80.61806587631389,29.547747169291327,0
TikTok,88.77356262239267,35.7330377495773,33.27592434666352,12.99848098312699,WiFi,6,2641.305947629486,Charging,Video Streaming,94.38188513482746,19.232024425860068,0
TikTok,120.65951014171584,7.408976237199063,39.32424611649457,8.052231572418396,5G,13,1551.8729183660207,Charging,Navigation,11.497789575326609,16.192971951261033,1
PUBG,67.43450965420601,1.0,35.74903153470542,15.688196000299406,4G,9,3170.300027897198,Charging,Social Media,3.170300027897198,17.632096743987773,1
Instagram,72.53508155975933,38.14873300975236,37.74413930700528,10.717874154357098,WiFi,23,2313.135282052923,Charging,Gaming,88.24318029047518,12.957031265558811,1
PUBG,86.85068381680213,31.04397443552978,41.362482719538896,16.428631769409275,5G,75,2284.0101465251887,Not Charging,Music,70.90475259921858,23.78063172246059,1
Facebook,83.79694024034849,40.9733142713044,37.17468527089039,18.05010655722872,5G,43,1680.925383805365,Not Charging,Navigation,68.8730840172702,25.209061675133626,1
YouTube,111.37029858672923,31.21769801234638,25.396555665573388,13.391510257815886,5G,46,1835.925505972426,Charging,Video Streaming,57.31336801861142,24.856941599003378,0
Chrome,74.19676703628865,65.2711607407673,36.35298858057827,14.777762409162785,5G,21,2335.7139391336764,Charging,Gaming,152.45475996564497,18.27436991317125,1
Instagram,109.11537475775891,38.45805691742456,31.909442841632128,8.957699592838695,WiFi,67,2254.595257140224,Charging,Navigation,86.70735272485419,16.29037913400031,0
Camera,98.30586267831632,28.29578408626002,44.05151305002081,16.461049364049927,WiFi,94,1968.9299403031057,Charging,Browsing,55.71241647178951,26.97029430538797,1
Facebook,74.66519453482128,40.06044599520299,36.99634703807088,13.090621848405016,5G,50,2727.003427354348,Not Charging,Browsing,109.24497353026231,16.290230448215706,1
Camera,96.36691543705784,28.569878046780417,32.01280851263727,10.526444805779096,WiFi,95,2198.5232820604188,Not Charging,Video Streaming,62.81154205147359,16.90668360752285,0
TikTok,68.16837382917379,36.39395351170981,37.83255964720595,5.905908333911721,4G,96,1593.6018046716858,Charging,Gaming,57.99746999539819,6.709936118448785,1
TikTok,138.75514500014305,16.737797191462484,35.45395451483554,9.572793154479502,WiFi,24,2632.2287894623573,Charging,Music,44.05771163954974,22.137905036769666,1
PUBG,13.39169197313882,34.87122197210592,26.41021343140096,6.452622275801282,4G,74,1504.434291118898,Not Charging,Video Streaming,52.46146210805491,1.4401921656090797,0
YouTube,96.82358011237598,27.832214059472378,39.315303906263566,15.807448694696806,4G,12,1045.9376555248475,Not Charging,Navigation,29.110760721430236,25.508896251054153,1
Instagram,35.88510226807382,18.15895061946981,32.97230042966461,18.102149547944325,WiFi,23,2257.6940739917773,Charging,Gaming,40.9973552034863,10.826624796665806,0
Spotify,74.35858241954828,64.63603802108963,42.10309146387005,16.581345994649354,5G,36,1581.587998701158,Charging,Browsing,102.22758201774712,20.549423046169682,1
Facebook,77.85979776321885,18.743969450897502,34.37784607928095,24.430101231388363,WiFi,23,2306.8672317081264,Charging,Browsing,43.239848918413614,31.702045686847697,0
Facebook,117.6908389728421,35.104463351629065,42.19646741917735,9.697965392515131,4G,28,2689.8148610645662,Not Charging,Social Media,94.42450721290828,19.022694722911563,1
PUBG,62.69619469807775,22.95787947576864,37.12449074952907,14.982861724417749,4G,28,2790.7022833440583,Not Charging,Gaming,64.06860667376523,15.656140263474535,1
TikTok,112.70029789154444,39.455592063198125,39.87061684647965,6.093225177085773,WiFi,60,2498.5889171897365,Not Charging,Navigation,98.58330505026616,11.44513820963042,1
PUBG,50.52958399438008,15.88422298296624,32.54090254758585,11.0137467982385,4G,85,1404.3620522598883,Not Charging,Navigation,22.307199986912153,9.275334065573784,0
Chrome,113.66674309387164,47.60535235903327,36.76503090273248,4.613253955725615,WiFi,22,1767.9087702475108,Not Charging,Social Media,84.16191994625794,8.73955920353751,1
Instagram,68.14136395241317,65.54234279538262,26.368826079939662,14.840971586523947,WiFi,16,2203.249269931199,Charging,Navigation,144.40611891350713,16.85473410474585,0
YouTube,81.83586298102797,22.406911443489957,34.36481548562479,10.222541685428991,5G,45,2209.0478036376376,Charging,Gaming,49.49793851054454,13.942842011443561,0
Maps,71.5905334222399,53.25453294021981,27.577342290344717,1.7270898756904138,4G,91,1634.8542832808257,Charging,Browsing,87.06340128143819,2.0607214244804455,0
WhatsApp,112.05908685289008,29.27180983406465,29.285114295734505,8.57490778532468,WiFi,52,1922.5403403512964,Charging,Video Streaming,56.276235241081075,16.014938937853692,0
WhatsApp,107.19349608084369,57.58686681614128,30.54597867127688,20.96557163803748,4G,86,2686.2148750546075,Not Charging,Browsing,154.69069824930727,37.45621535357697,0
PUBG,91.08754301461312,67.82748479143987,38.30210467970656,14.052149436254512,WiFi,68,2502.2462545460007,Charging,Browsing,169.72106977465623,21.332929437043404,1
Chrome,51.20329038533065,31.49442482437312,34.26319932621856,15.845463314778748,WiFi,20,2014.927831248478,Not Charging,Gaming,63.45899310779236,13.522330989945335,0
Instagram,62.12445329924393,12.196008786580222,35.15713504676923,12.627726396498815,5G,84,2817.791446503712,Not Charging,Navigation,34.365809240309865,13.074843313248675,1
Spotify,54.28558686234686,49.22126581154134,34.12706137886121,11.092205392023835,WiFi,27,1404.0943037593156,Charging,Social Media,69.11129894980834,10.035781321728368,0
WhatsApp,23.79642783019592,38.36625811916174,40.403602494434935,12.077895069047758,5G,90,2693.3214296711994,Charging,Social Media,103.33266516863496,4.790179305854569,1
Instagram,111.53295254625117,42.526867516664616,35.0202097891158,13.227163621118924,4G,43,2610.756252113128,Charging,Music,111.02728525191884,24.58774354126261,1
YouTube,71.80441184143258,29.90232437233452,36.244185393756894,6.51673777199492,5G,37,2648.015406188201,Charging,Social Media,79.18181561877873,7.798842047382384,1
Camera,71.53765089269257,21.732607720089515,32.14873403585955,15.815310078692772,5G,28,2377.8769847797894,Charging,Social Media,51.677467716848426,18.85650218615343,0
Chrome,117.402555835639,52.40522271450462,40.747046468331234,17.609137459937408,4G,65,1808.050887520364,Charging,Navigation,94.75130943966242,34.455962397629065,1
TikTok,68.10028494034081,39.79684991834049,41.12194643401452,11.017053015278345,5G,59,2555.195092551095,Not Charging,Video Streaming,101.68871561033608,12.504407492388271,1
Instagram,58.98822660785173,13.34664448724412,34.81555523465548,9.384797851917073,5G,65,1950.6272920192464,Not Charging,Video Streaming,26.034328993696604,9.226543039296073,0
YouTube,74.38135948712538,45.3031283480434,32.07852485159759,8.290455001775982,WiFi,88,2323.1428922737573,Not Charging,Navigation,105.24564061952279,10.2775885633156,0
Spotify,51.68327370307759,42.29252896949751,26.92011833141472,20.796083017812144,5G,99,1763.2603368075297,Charging,Social Media,74.57273887519838,17.913494176025146,0
Maps,88.6088942321989,30.120516135146534,30.65701784682146,9.738645804032217,WiFi,44,1993.065164766548,Not Charging,Gaming,60.03215145374929,14.38217726690564,0
TikTok,70.65844804339574,59.297198513634825,24.164549692371214,15.266571571072705,5G,62,2114.050590217528,Charging,Browsing,125.35727751599563,17.978537569257053,0
Maps,67.3182147351547,25.727402564791035,30.446787399560023,11.052131522586722,4G,76,2439.834342639365,Charging,Browsing,62.770600324485244,12.400162718644419,0
Spotify,65.15242069949244,32.46520252767738,36.78485048697634,10.78184972141035,4G,78,2540.3163836819385,Not Charging,Video Streaming,82.47188588061113,11.707726816133873,1
YouTube,77.34446265394972,46.52972131952297,34.74800024700489,8.176251498971386,5G,5,3217.4196467176,Not Charging,Navigation,149.70563952972796,10.539796311858213,0
WhatsApp,82.08702813799627,36.15144425496082,46.61633492227364,7.14850251952992,WiFi,89,2288.875880168212,Charging,Gaming,82.7461687884255,9.779988791086495,1
Maps,67.00062278981196,14.233652684623454,33.14471642599807,15.699603801232753,5G,29,1631.362253218706,Charging,Social Media,23.220243715119803,17.53138720393156,0
TikTok,71.03085159762134,37.756990594901445,32.75434129522779,7.035387599849654,WiFi,57,2679.979378303637,Not Charging,Navigation,101.18795618114025,8.328826208944434,0
PUBG,77.96192932951628,28.78415312052151,40.313847997644,14.312596197960392,5G,65,2402.580561648838,Not Charging,Video Streaming,69.15624677088871,18.597293555121524,1
Facebook,75.43954661151153,47.854943673743946,25.365318558772227,12.452919617407485,4G,50,2085.777120347843,Not Charging,Gaming,99.81474661022986,15.657376832113638,0
Instagram,80.77689917187534,37.2682751599271,27.59116388710256,15.763192672396183,4G,78,1959.7151564071844,Not Charging,Gaming,73.03520368406252,21.221697085416512,0
WhatsApp,63.08322991879966,36.41761479571086,38.31920680627733,8.950230447047222,WiFi,64,1829.058145295907,Not Charging,Video Streaming,66.60993497434369,9.410157418622017,1
Maps,105.11482272816228,19.276232544214224,34.02287898515315,17.400720832600477,5G,55,1809.125988232929,Not Charging,Gaming,34.873133250959306,30.484561427683992,0
Camera,82.42070443523792,31.54962038128992,34.13751982801272,11.294047089548314,WiFi,77,1467.72055036831,Charging,Browsing,46.30602618993809,15.514388617422012,0
Instagram,67.40383117937807,49.551516410189805,30.314244210828388,24.958473606547813,4G,88,2779.3059520562138,Not Charging,Video Streaming,137.71882449225168,28.03827902451187,0
PUBG,88.60960543446338,23.35195483187944,36.198850867913215,3.9291183251758,WiFi,52,2460.8797366142944,Charging,Browsing,57.466352456104374,5.802627074985787,1
Spotify,78.14078502953214,34.511746653684284,30.95988372676784,24.14467369038452,5G,88,2255.8344834369445,Charging,Navigation,77.85278818502059,31.444729274142286,0
Facebook,36.6543411379083,20.953309225264857,35.363716643486164,11.368170009719307,WiFi,44,1827.550369768768,Not Charging,Music,38.29322802251213,6.944879694166496,1
YouTube,88.52381725554066,17.242360384224963,29.207582190733824,13.114010508594305,5G,11,2853.621025666559,Not Charging,Social Media,49.203162124544484,19.3483711625007,0
PUBG,54.51234494039532,33.72711432515971,34.08801506308722,8.978552841954254,5G,79,1347.6184611706883,Not Charging,Navigation,45.45128190659961,8.157366159769618,0
PUBG,103.36069458078268,37.60701747316008,45.12434470247924,4.15559353488306,4G,89,2121.4042571043105,Charging,Browsing,79.77968696455798,7.158750569348718,1
Spotify,73.95625902766382,64.90794408848892,32.87532105131238,9.35801613989812,5G,23,2789.287820455266,Charging,Social Media,181.0469378968135,11.534731093789402,0
Chrome,99.5017574347766,28.168094242306864,34.341209059041105,10.171565075637725,5G,19,1004.422947536671,Not Charging,Social Media,28.292680245348595,16.86814334813583,0
Spotify,64.24453617005982,34.24746098549176,33.987385012654585,12.914008563653706,5G,74,2305.629943314025,Not Charging,Browsing,78.96197153062866,13.827574837801878,0
Chrome,81.74823167851599,16.24889723043613,35.87265704172242,17.605691725051756,WiFi,65,1803.9057685575517,Charging,Browsing,29.311479446682558,23.987236100001045,1
Chrome,110.25608751267193,44.183600223603705,37.34075989842127,12.953653633035575,4G,60,2272.696654709121,Charging,Video Streaming,100.41592042118931,23.80365280954685,1
WhatsApp,73.27458633962944,40.97142169029921,36.28618875338261,13.0407088164132,WiFi,14,1975.3296202208408,Not Charging,Music,80.93206284740664,15.925875734970598,1
WhatsApp,65.22957253160487,57.32592016537143,36.396579208862526,13.92183858258403,WiFi,50,2556.2147737637333,Not Charging,Browsing,146.53736404632275,15.13525965993267,1
TikTok,96.37601534454473,51.67433227263064,34.09583307800574,3.225349034418757,4G,84,2939.526271724778,Not Charging,Social Media,151.89805728923332,5.180771467210912,0
Maps,95.891539918774,40.27110003263424,35.50144861253519,3.6873774893195375,WiFi,79,3707.9958245143703,Charging,Social Media,149.3250707696083,5.893138428544551,1
Maps,66.28127166462953,27.948927506169493,33.93022285406225,4.515055055678505,WiFi,61,2131.960090526696,Charging,Navigation,59.58599801617718,4.9877265121031,0
YouTube,30.36347448955594,38.0700265683509,25.938206467864404,10.133630710023228,5G,39,2642.783651248146,Not Charging,Music,100.6108438174203,5.128203959172849,0
Maps,64.7494255625411,33.33479806802359,48.15307504925936,2.6414244013797994,WiFi,76,2405.2924383691634,Not Charging,Music,80.17993772758014,2.8505118776036835,1
WhatsApp,96.93398804216056,49.300962998569695,38.64086374773608,8.551062276354473,4G,96,2449.648911608981,Not Charging,Social Media,120.7700503507209,13.814809474065248,1
TikTok,60.6241452644069,47.39347234943702,30.103403973577244,5.1587537750949215,WiFi,7,3085.479968549425,Charging,Music,146.23160957418898,5.2124173040777,0
TikTok,79.72655407459511,30.55376834517867,36.150302021917,14.438577130993409,5G,70,1789.48396429156,Charging,Navigation,54.6754785023763,19.185633339905973,1
Chrome,63.5628765508414,13.070093302596833,28.26929638709897,14.188278144541252,WiFi,57,1985.0290008911447,Charging,Video Streaming,25.94451425000783,15.030796202841278,0
Spotify,31.695820936848754,55.00080950330637,32.52899225418648,10.496779801320171,4G,82,2094.7158048100114,Not Charging,Social Media,115.21106494392053,5.54506754993625,0
YouTube,63.11297057400181,43.72810935234807,27.59005729437102,2.5001954091652863,5G,56,1609.0908136012945,Not Charging,Gaming,70.36249905501613,2.6299126547983858,0
Chrome,96.8283005172428,30.207648941409964,34.74407577179786,10.81428045281912,WiFi,97,2199.11503909598,Not Charging,Social Media,66.43009508278641,17.452139959388568,0
Spotify,20.74368799835469,43.143100221555066,27.093223869349718,13.643130576880512,4G,57,2594.7819538421413,Charging,Social Media,111.94693788769398,4.716814066793703,0
Maps,86.30418376188939,36.12291959375044,36.94211447156432,16.053633336195073,4G,58,2697.0171745143084,Charging,Video Streaming,97.42413453794435,23.091595358216217,1
